tweet,id,ideologia
"Aquí los que rechazaron bajar el número de parlamentarios
Se aferran a tener diputados del 1% 
No quieren perder su sobrerepresentacion https://t.co/hTDOrYDcPv",id_223,Centroderecha
"Acaba de venir a la oficina don Mario Silva, un adherente de Chile Primero muy cariñoso",id_224,Centro
Que parlamentarios compondrían la mixta? A) los que no pueden presentarse a re-elección porque llevan + periodos de lo legal. La mayoría de ellos viven hace años de los sueldos que les pagamos pero sin hacer la pega que les pedimos como ciudadanos. Ej: @jplchile (sigue) https://t.co/alUD5I4Jab,id_225,Derecha
"Desde nuestra bancada l@s @Diputados_PC presentamos un  proyecto que busca evitar privatización de TVN. 

Buscamos que el edificio de @TVN sea considerado patrimonio material y cultural del Estado. https://t.co/NNPfZNhWkj",id_226,Izquierda
“@jsgumucio:  tu pone las notas y reparte los galvanos.Habló el Comandante y mandó callar.”/ es la moral proletaria compañero,id_227,Izquierda
"Juntoa Sernac dando a conocer Denuncias d alumnos d ""universidades d papel"" hara mediacion colectiva http://t.co/LCPy2Q0S",id_228,Centroderecha
Pablo Lira gran experto electoral del Instituto Libertad,id_229,Izquierda
"Conversando en Radio @lamegafm de #Iquique (102.7 FM). Seguridad, hospital de #AltoHospicio y más temas. http://t.co/LAB2tWUNXv”",id_230,Derecha
"En el mes de la Patria les dejo esto por acá...

#Rechazo https://t.co/7xKu17suB8",id_231,Derecha
"""@romininsss: @pablortuzarm mi video favorito de Chávez: http://t.co/7Ej9JolV"" jajajajaja tremendo.",id_232,Derecha
Esta mañana nos reunimos con dirigentes del Colegio de Profesores de la Región del Biobío,id_233,Izquierda
"Que les progres son bien vacas, eso lo sabiamos hace tiempo. Lo malo es que solo sirven para hacer abono, a diferencia de las vacas de verdad,  que si aportan a la humanidad... https://t.co/wdBGNWbiAW",id_235,Derecha
@ckbm Que es un write in candidate?,id_237,Derecha
"@DerechaTuitera @yoyigo07 No soy experto, ni he planteado subir 60% los impuestos. Puse una cifra como ej.",id_238,Izquierda
"El instituto nacional de la juventud tiene entre sus principales objetivos el observatorio de la juventud. Quitarle este observatorio es comenzar a desarmar el Injuv. Desde Arica me opongo a esta medida, que nos quita lo poco y nada de institucionalidad juvenil de Chile @afinjuv https://t.co/alaV1TTIdl",id_239,Centro
"Felicidades y muchos cariños a todas las Mamás del Jardin Infantil ""Las Palmeritas"", ubicado en el Sector d Forestal. http://t.co/qZT45EZx",id_241,Centroderecha
"""@NicolasOyarzun: La ecuación es sencilla: si colo colo es paredes + 10 quesos y para el próximo no va jugar paredes.../Igual ganamos",id_242,Centro
@Cote_Arriagada y tu? Como estan los pinguinos?,id_243,Derecha
"Cientos de empresas han cerrado sus operaciones y, según la encuesta Cadem, la percepción de la ciudadanía respecto del futuro del país es pesimista.
 DETALLES: https://t.co/gBIunOASuB https://t.co/eFLjYs02kj",id_244,Centroderecha
"@ea1martinezv @biobio fue en cambio de turno, dispararon a carabineros. Resguardo en casa, galpón a 2 km aprox.....",id_245,Derecha
@orfe1973 saludos,id_246,Izquierda
SR Piñera van 15.672 hrs y NO HABLA del PRIVILEGIO DE TENER UNA PLAYA PRIVADA y NO PAGAR CONTRIBUCIONES EN 30 AÑOS. PARECE QUE LA PANDEMIA COVID19 SE LES ESTA ESCAPANDO DE LAS MANOS QUE CURIOSAMENTE VAN  COINCIDIENDO CON LA FECHA DEL PLEBISCITO.SOSPECHOSO. https://t.co/IoK0e0zReo,id_247,Izquierda
"105 votos a favor (67,74 %)",id_248,Izquierda
@aechavezg Me ganaste la talla tenía bajada la imagen jaja https://t.co/CP6Z6WpgwR,id_249,Izquierda
En la oficina atendiendo a nuestros vecinos. Como siempre recibo personalmente audiencias todos los días a las... http://t.co/m3bey06k,id_250,Izquierda
Exito amigos !! En su programa,id_251,Centro
oye @adolfogalindo saliste de la UGM?,id_252,Izquierda
@diegopeverdugo creo que habría que pelear a muerte por esos principios si el adversario fuese Luis VI,id_253,Izquierda
"Hace 5 años leí el reportaje de Paula ""estas guaguas están muy solas"" 💔. Ahora @thecliniccl publica la continuidad y los avances del trabajo que se ha hecho e invitan a sumarse 💓 https://t.co/KeKyTD3AV5",id_254,Izquierda
Me tuve que despedir durante la nota en la Pintana del,id_255,Centroderecha
NA,id_256,Derecha
Twitter ahora permite filtrar búsquedas por fechas http://t.co/Qj6JjwQcwa,id_257,Centroderecha
"Ante consultas es q declaro estar a favor de #reformabinominal, pero equitativa y proporcional a todas las zonas, no solo a la RM.",id_258,Centroderecha
"@alexiturraj seria bueno pudieses leer entrevista a Ministro Eyzaguirre, te haría bien. Y las conclusiones del PC el fin de semana.",id_259,Centro
"@oscarcaceres @leo_rubilar @agenciaunochile Fuerza Oscar.  Desde Purranque.
Unos matones atacado a uno de la grey es el colmo",id_260,Centro
Senador electo Pedro Araya aboga por materializar subsecretaría de Derechos Humanos http://t.co/VU0tYymFcm vía @elmostrador,id_261,Centro
"@WilsonRojasMac @EnLaFontana_cl @Contraloriacl @DiputadosDC Jamás. Solo utilizamos cuentas PERSONALES para fines políticos, NUNCA una institucional. Slds",id_262,Centro
🔹Combatamos el maltrato a nuestros adultos mayores- Video Explicativo - Proyecto del @DiputadoBerger  https://t.co/YPrdElx6Qu,id_263,Centroderecha
"Amahiro, música fusión #RapaNui: Chile tiene influencia cultural muy nueva en la isla - https://t.co/mJ0keugDXJ #hotuiti",id_264,Centroderecha
"@DepMelipilla 5ta fecha: Deportes Melipilla vs Unión Española, domingo 15 de abril, 16:00, Roberto Bravo.// de allá somos!",id_265,Derecha
@S_Schwartzmann habrán preguntado en Ercilla? No creo....,id_266,Derecha
@jaimesponda Un abrazo fraterno,id_267,Izquierda
"@luxin_retamal @PalomaCiudadana @DiputadosRN Hola,x lo q veo no te has molestado d leer las actas dl Concejo Municipal de la época q fui Concejal, cómo fiscalicé, ctas auditorías externas solicité y voté a favor,etc.X últ t invito a q ingreses a la web d la Cámara d la Diputados y leerás cómo he fiscalizado a la Muni d Viña",id_268,Centroderecha
"🔵🔵 Debido a que en la comuna de #Calama aumentan las balaceras y se registran nuevas muertes por delincuencia, es URGENTE reactivar mesa técnica de seguridad que involucre a todas las autoridades
Vía @mercuriocalama 👇🏻👇🏻👇🏻 
https://t.co/55Dahz4kzY https://t.co/hcGpRYElV9",id_270,Centroderecha
"No, solo quiero saber si eres quien habla en twitter por el PS en #Antofagasta  https://t.co/BuyMCS758O",id_271,Centro
"Se declaró culpable a Víctor Pulgar por el secuestro, violación y homicidio de Nicole Saavedra. Pasaron cinco años para que se hiciera un poco de justicia, donde lo único constante que hubo fue el apañe y la fuerza de la familia y amigxs de Nicole.",id_272,Izquierda
@CarmenTuitera saludos chica!!!! Te veo muy bien en este mundo virtual. Saludos a la tía y a tu Josefa!!!,id_273,Derecha
@baezalagos @elmostrador @boris_barrera @cnashr Está mal editada la cuña,id_274,Izquierda
"[Ahora] En Comisión de DD. HH. discutimos sobre proyecto
 que establece la imprescriptibilidad de la"" acción de nulidad absoluta"" respecto a contratos celebrados en contravención de las normas que protegen las tierras indígena. "" https://t.co/OlxCqJ4haV",id_276,Izquierda
"Mira aquí la Final Regional Supersenior 
Vamos #Purranque https://t.co/3ptZaYQc4n",id_277,Centro
"En democracia, cualquiera que esté vinculado a las violaciones de DDHH no puede ocupar un cargo público, menos de Director del Servel",id_278,Centro
@Orrego cual es el mensaje d la visita de monseñor Ezzati?. Para mi q la palabra d Cristo no responde a lo políticamente correcto.,id_279,Derecha
@desbordes jeje no creo! y si lo hacen va ser como 5 cuadras arriba llegando a Lota,id_280,Izquierda
Yaaaa Recomiendan medidas de prevención si se viaja a Isla de Pascua para evitar \'riesgo\' de dengue http://t.co/1tgOOU5dOy vía @TerraChile,id_281,Centroderecha
"Candidatos Udi Diputado D8:
-Catalina Olavarría, hija de Mario Olavarría ex alcalde de Colina y delegado presidencial de la Provincia de Chacabuco
-Cristian Labbe hijo del ex militar y ex alcalde de Providencia
-Joaquin Lavin Jr. Hijo del eterno candidato presidencial, ex alcalde",id_282,Otro
"Aquí encontrarás los títulos y secciones de la programación de #SANFIC9: http://t.co/5a1Yj09aCr  
 Imperdible !!!",id_283,Izquierda
"@Cristian_Arauco Que extraño eso de que hace 4 años que no estoy en terreno, tal vez por eso subí mi votación casi al doble 🤷🏻‍♀️ Saludos!",id_284,Centro
@CristianE4E lo justifican x obras d los estacionamientos subterraneos. En mi caso no apoyé la tala d árboles y los postes son provisorios,id_285,Centroderecha
"Hoy es el día del Suboficial Mayor, la más alta investidura jerárquica en la carrera del personal del Cuadro Permanente del Ejército de Chile. Este grado fue creado un día como hoy, 22 de junio, pero de 1932, y en 1969, se instituyó la celebración del “Día del Suboficial Mayor”🇨🇱 https://t.co/sc3QZYLni4",id_286,Derecha
"@porprincipios @comunidadenmov @a_elgueta @soledadalvear @patohermes @daniyacog @mppdarda Un gran Humanista Cristiano, que servirá a la causa de la Fraternidad en Política.",id_287,Centro
@mariseka: Terminando la semana con más motivación que nunca... @marcoporchile @losprogresistas http://t.co/ZYC2sq2mUD,id_288,Izquierda
"@Waiaba_com No invente. Son donantes, no beneficiarios. https://t.co/Mh2QMCM6V4",id_289,Centro
"A ver Apruebos! Anoten! Marcha autorizada, sin violencia y destrozos: Carabineros acompaña.
Marcha no autorizada con destrozos: Carabineros reprime y detiene. 
La solución para sus problemas? Autoricen sus marchas y no sean delincuentes. 
Cierre de la trasmisión.",id_290,Derecha
“@Noise_Head: ningún problema Carola la idea es ayudar cada vez que se pueda ;)” // 👍😜🐝,id_291,Centro
"@TitoVox Obvio que no. Nadie está prohibiendo una reunión o acto en un templo, pero otra cosa es que autoridades del Estado deban participar.",id_294,Centro
Colegio Médico pide al gobierno debatir sobre el uso medicinal de cannabis http://t.co/mYffVO84N4,id_295,Izquierda
"Gracias amigo Marcelo, no es fácil ser mujer y estar en Política y más difícil aún que se reconozca 😘😘😘!!! https://t.co/t1lWhbFd78",id_296,Centroderecha
"@Dieguin2021 El llevaba más de 6 meses denostándome y yo no se quien es. Nunca he cruzado una palabra con él. Ud. sea más solidario y ecuánime si va a opinar de algo que no sabe, aunque yo le caiga mal. Eso se llama objetividad y grandeza. el tipo se lo merecía. No me arrepiento",id_298,Centroderecha
"#CambioDeGabinete espero que sea con equidad de género 50/50, sin sillas musicales y sin ex ministros. Además debe aplicarse en regiones donde la ciudadanía también lo ha pedido. Sin embargo lo más importante es que @sebastianpinera entienda que Chile pide una #NuevaConstitucion.",id_299,Centro
Celebrando el 26º aniversario de la JJ.VV  13 de Junio de Alto Hospicio junto a todos sus vecinos. Muchas felicidades! !!,id_300,Derecha
@manuburr aongi?,id_301,Izquierda
@acuna_prambs nos vemos en la G 35,id_302,Centro
"Es gravísimo que se incite a la violencia de esta manera contra de una persona. 

Y más grave que el comando de Boric no diga ni una sola palabra. https://t.co/nzzzciH994",id_303,Derecha
@Oskrlltt Eso!,id_305,Izquierda
@cgloriabb El mejor . El Puño de Dios te lo recomiendo,id_306,Derecha
"Junto a @TamaraCasanova7 escribimos esta columna para que las y los amigos de Santiago puedan ponerse un ratito en los zapato de quienes viven es zonas extremas. cc: @Liberales_Chile 

https://t.co/I1bqe1q3SV",id_307,Centro
@sortuzar @fjbengoat @jpluhrs Solo pido que no se desperfile a mi Universidad solo por algunos exponentes.,id_308,Derecha
"Esta noche a las 20:00 horas en Puerto Varas! Extranjero, el Último Hain de @La_Patogallina. Coliseo Puerto Varas. Gratis! #DíadelTeatro",id_309,Centro
@napolitano4229 @medixi Muchas gracias estimada!!!,id_310,Centroderecha
@cmartinezarcos chuu cualquier lluvia,id_312,Centroderecha
No se pierda. Los mismos que quieren mantener la Constitución de Pinochet buscan dañar toda esperanza de un futuro mejor con la nueva Constitución.,id_313,Izquierda
"""@thecliniccl: Termoeléctrica de Punta Alcalde no pasa la prueba ambiental- http://t.co/RiX21c8p""/Las Instituciones funcionan en nuesto País",id_314,Centroderecha
En comisión medio ambiente core escuchando subse medio ambiente plan descontaminación http://t.co/DPnu558xDm,id_315,Centroderecha
"Desplegados por todo #Atacama, agradecemos a los vecinos por su disposición y a nuestros guerreros(as) por su tiempo en poner carteles #Copiapó #Vallenar #Freirina #Huasco #AltodelCarmen #Caldera #TierraAmarilla #Chañaral #DiegodeAlmagro https://t.co/0TUl4qBG2W",id_316,Izquierda
"Estudios de Canal 9 Regional, grabando El Tablón que se transmite mañana Sábado a las 14.15 hrs y re transmite el Domingo a las 21.30 hrs.",id_317,Centroderecha
@cocolafferti Muchas gracias!!! Siempre disponible!,id_318,Izquierda
"Valoro el rol opositor de la mesa directiva del PS, liderada por @alvaroelizalde, frente a las contrarreformas del Gobierno. 

Queremos colaborar con dicha tarea, promoviendo un debate sustantivo y abriendo espacios a nuevos liderazgos. Este desafío involucra a todo el PS. https://t.co/7hhPkbjtTI",id_319,Izquierda
"@adnradiochile: Confusam:Exigiremos a eventual gob d Bachelet una resp x salud digna http://t.co/CDl4g2DthS""/Igual le darán 1 cheq en blanco",id_320,Centroderecha
"Hermosa canción dedicada para mi @franciscaayala en esta noche de viernes, viva el amor!!! http://t.co/RN2tS2DF vía @wat_tv",id_321,Centroderecha
@chilenoblack quien es MEO?,id_322,Izquierda
"📡 Esta semana tendremos una nueva edición de #NosVemosElDomingo, el streaming de la Diputada @Claudia_Mix. 

👉🏻 Tendremos de invitada especial a Patty Lillo, vocera de @CNT_NOmasAFP #Maipú #Cerrillos.

☝🏻 Ya lo saben, este 9 de Diciembre a las 21:00 hrs a través de #FacebookLive https://t.co/RWRNT8DpEg",id_323,Izquierda
@Concejalguzman jajaja saludos!,id_324,Izquierda
"@NOTEKOMASLAVOZ @Andrea_Ugalde_P No , usted no tiene otra si el estado no la protege y cuida de sus necesidades básicas,",id_325,Centro
"@amigopintor En estos tiempos de intolerancia, represion, desalojos y similares, el dialogo no es un valor muy prestigiado. Incentivemoslo!",id_326,Izquierda
"Con la esperanza puesta en un país mejor, les deseo a todos y a todas felices fiestas. https://t.co/6dIl2ISB1e",id_327,Izquierda
"yo creo sinceramente que Escalona ,sin ser el politico que mas me gusta, mucho mas idóneo para el cargo que Girardi y Novoa",id_328,Izquierda
"Un país en donde no se tenga que trabajar solo para sobrevivir, donde se tengan sueldos dignos e igualdad salarial entre hombres y mujeres, en donde lo más importante sean siempre los trabajadores y no el empresariado. Ese país es posible con #JaduePresidente #TrabajoDigno https://t.co/N5HpePfYHE",id_329,Izquierda
Que desastre lo del partido. Rasca no mas...,id_330,Derecha
Vocera Red No Alto Maipo: “Las obras del proyecto agudizan todos los efectos del cambio climático” https://t.co/yeNb8ZRm0Q vía @uchileradio,id_332,Izquierda
Rescatan a tripulantes de expedición noruega Kon Tiki2 en el sur de Chile - https://t.co/hmaHkR3ihk,id_333,Centroderecha
@andreschadwickp De pasada ministro podrían nombrar embajador,id_334,Izquierda
"Eso no es todo. Solo cuantifican aquellos contaminantes normados, omitiendo la sinergia entre compuestos (algunos no normados como el arsénico y otros metales pesados). No miden estos contaminantes acumulados en aire, suelo o agua. Aquí el ejemplo del Arsénico en Quintero 👇 https://t.co/7KHwG0N8uO",id_336,Izquierda
@josefinaasenjo Hola Josefina! Escríbeme por interno. Saludos,id_337,Derecha
"Tranquilo Senador, desgraciadamente el Cosena NO tiene atribuciones para sancionar a quien atropello y dio muerte a un Carabinero. https://t.co/L9fBEYaVKG",id_338,Centroderecha
"🔴 Rumbo a Puerto Natales, quiero enviar un fraternal saludo en el #DiaDelTrabajador para tod@s y en especial a la gente de mi región. #puq #Magallanes https://t.co/EKsrttepgn",id_339,Centro
mañana a las 8:00AM entrevista al diputado @JorgeRathgeb en @CNNChile por la violencia en la Araucanía. Favor RT @Makeka @ea1martinezv,id_340,Derecha
"@kasoamp @ElSebadelTuiter @panchosotelo No, terapeuta y Presidenta de Fundación Daya. Saludos !",id_341,Izquierda
@illarita20 @AFEPChile @derechouchile 🌸🌸🌷,id_342,Izquierda
"En El Abrazo, 100 nuevas alarmas comunitarias, 6.100 en la comuna. Lo mas efectivo y valorado por la poblacion contra la delincuencia",id_343,Centro
"@rflorestoro Si fuera x acuerdo no hay prob, el tema es cdo se juega chueco. Muchos, en especial jóvenes, queremos cambiar eso en política.",id_344,Derecha
"Yo #apruebochile porque no se pueden atacar los mismos problemas con la mismas recetas de siempre.

Yo #AprueboChile porque sólo una nueva Constitución da la opción de que todos los chilenos discutamos en su origen el Chile que viene para los próximos años. https://t.co/6eNCBrDQ1t",id_345,Centroderecha
@patogallardo así es,id_346,Izquierda
@AaSanFrancisco Gracias por el apoyo y confianza 🥰❤️‍🔥 https://t.co/eTWi4IGIMC,id_347,Izquierda
"Grupos como estos, q no tienen argumentos, nos desprestigian importantemente. Que lástima lo de los ""nacionalsocialistas"" del Livestream LT",id_348,Centroderecha
@matiaswalkerp Cómo no vas a entender que las AFP son como el chanchito que te regalaban cuando eras niño. Tenías que ponerle monedas al chanchito para q tuvieras ahorros. No puedes culpar al chanchito si no le pusiste plata. Una vergüenza q todavía creas q el sistema de reparto sea la solución,id_349,Derecha
Creo que el cabro de Harvard y Yale es un robot.,id_350,Izquierda
"(2/3) De lo contrario, Chile legitimaría la acción ilegal de potencias q pueden poner en jaque seguridad mundial. Lo pongo de otra manera: si se legitima q EEUU tome esta acción, mañana otras potencias podrían sentirse con mismo derecho de hacer otra acción en dirección opuesta.",id_351,Centro
"“@CarlaCronica: @alcalde_romero @debora_parra Bellos niños, son grandes!!!! Me habría encantado escucharlos.”//. Gran tarea de sus Padres.",id_352,Centroderecha
"@karolasabe @s Es que fue la demandas más apoyada! Una idea de lo más justa, en el parque sí 🤩",id_353,Izquierda
"BUENAS NOTICIAS RESIDENCIA SANITARIA PARA CHAÑARAL‼️En reunión virtual junto al Alcalde Raul Salas de Chañaral solicitamos al  Doctor Sergio Becerra, Jefe Proyecto Programa Nacional de Residencias Sanitarias de Subsecretaría de Salud Pública, Ministerio de Salud... (hilo) https://t.co/Q7HPnXXPQ5",id_354,Centroderecha
"Era que no. Ahora empieza la campaña del partido genocida, violentista y sedicioso por excelencia, para posicionarse como pobre víctima de violencia politicamente motivada. Cuanto apostamos a que la prensa ya salió corriendo a hacerles un queque? https://t.co/onZWy05SxV",id_355,Derecha
@ManeCarcamo buenas noches y que descanses.,id_356,Centroderecha
"Valparaíso: Cámara de Diputados: En presentación de propuesta pública para la juventud de nuestro País. Diagnóstico, análisis , propuestas y conclusiones.",id_357,Centroderecha
"Bachelet ayer nuevamente en 10 Region +va a 4 Region esta semana , tiene  miedo de venir a la araucania ? víctimas violencia aun esperando",id_358,Centroderecha
@pattyruizr @franciscaayala chiste es que hay candidatos que son investigados por la fiscalía X robo de $$$$,id_359,Centroderecha
"@jarogo48 @melnicksergio No mienta. Chile podía se abandonado en cualquier momento sin problemas, a diferencia de las dictaduras comunistas que mataban y matan a los que huyen de ellas (vease norcorea)",id_360,Derecha
"El amor por mis  hijos no tiene límite. Es un amor especial, un amor a toda prueba y es para siempre. Hoy recibí un especial saludo de cada uno de mis hijos, que me emocionó. Gracias por quererme tal cual soy, y por acompañarme en esta etapa de mi vida como Diputada por #Atacama https://t.co/O1wWKngF4b",id_362,Centroderecha
A la espera de la aprobación de UOCT se encuentra la instalación de semáforos peatonales. Medida de seguridad vial proyectada para agosto.,id_363,Centroderecha
@cynthia_alfaro q bien gracias y ojalá resulte la rogativa q tengas in lindo dia,id_364,Izquierda
@cabazorromauro @yoopinopino @PhillipBM y usted? Otro mercenario del Gobierno?,id_365,Derecha
"ChileVamos votó en contra del proyecto de ley que incorpora la asignatura educativa de Derechos Humanos.

Toda sociedad tiene que tener plena conciencia de lo que significan los DDHH y tener viva en la memoria las atrocidades cometidas en el pasado para decir ¡Nunca Más! https://t.co/gNXIZC2Pge",id_366,Centro
@antonioleal_ Escribi esto hace un par de dias en esa misma linea.  http://t.co/LCiAa9Ds,id_367,Izquierda
“@UnComunicador: Las empresas en Antofagasta dicen que no contaminan pero en verdad,id_368,Centro
@Kondor_Bavaro @betty_gaubicher https://t.co/SqE2JrKaNg,id_369,Derecha
"@Cachoescalona1 Creo Cacho que lo estropeamos todos cuando nos ponemos violentos, cuando picamos, cuando soltamos nuestra ira en rrss, en la calle, olvidamos que en el otro, comunista, carabinero, militar hay un otro que siente como uno, salvo un 5% de sicopatas de todos los lados. 😉",id_370,Centroderecha
@Guzmansaid @jtbartolo no se si es un cumplido o una ofensa,id_371,Derecha
Notable!!! https://t.co/9ZmopPFV7Y,id_372,Derecha
? https://t.co/xLeHVQcFLu,id_373,Derecha
"Cómo Ministerio de Obras Públicas, vamos a trabajar el proyecto de Diseño del camino Pitriqueo Piuchen, en comuna de #Cholchol. Ayer nos reunimos con vecinos en la sede de Copinche, para informar esta importante noticia💪 #ChileEnMarcha #Araucanía https://t.co/IIfA3Li0HL",id_374,Derecha
"Llueve en nuestra Comuna, pero el Operativo ""Municipio en tu Barrio"" que hoy corresponde Sector Yobilo #1, se realiza de todas manera.",id_375,Centroderecha
"Toda nuestra solidaridad con los vecin@s de #SanPedro que siguen sufriendo constantes cortes de energía eléctrica, generando innumerables inconvenientes que perjudican su calidad de vida. Para solucionar este problema, aún esperamos respuesta al oficio que enviamos a la @SEC_cl https://t.co/RT0MCK1eFx",id_377,Izquierda
"La nueva Constitución no puede resistir la retorcida ""libertad de enseñanza"" de la actual. La educación no puede tratarse del derecho a venderla con escasos límites. Niñas y niños no pueden estar sometidos a este sistema, tampoco las y los trabajadores de la educación.",id_378,Izquierda
@fcreaporchile jurrutia@losliberales.cl,id_379,Centro
Pio Nono: Carabineros en la mira (con preguntas y respuestas) https://t.co/KyUbf7IX0I https://t.co/DBeUbXTymT,id_380,Derecha
Albergues disponibles en,id_381,Centro
@coxismo @CoreCastroRiffo cuando el rio suena........,id_382,Izquierda
"El gobierno no puede seguir haciéndose el desentendido de lo que sucede en Chile. Ha dejado a la gente sin protección y para más remate, ha avalado politicamente a los grupos narcoterroristas invitándolos como pares a negociar. Negociar qué? https://t.co/xr3Eofu3to",id_383,Derecha
"Un grato momento en familia en la feria costumbrista de caleta El Piojo, un encuentro con amigos/as y consumiendo ricos productos gastronómicos #losrios #valdiviacl en Niebla, Chile https://t.co/EE3GEKRxx5",id_384,Izquierda
@Mixelitof https://t.co/6irdsssmMr,id_386,Izquierda
"Mis mejores deseos para cada uno de ustedes, amig@s, no tan amig@s, adversari@s, y otr@s. Q tengan un dia bakan, y lleno de buena onda",id_387,Izquierda
@renenaranjo @adecas1 Gracias René querido; por fin este importante proyecto comienza a ver la luz!,id_388,Izquierda
"felicidades vecinos de Cayumapu y Camino Real #valdiviacl, después d 4 años d peleas salio RS de la posta, ahora ojala la construyan luego",id_389,Izquierda
@fresi_a tsunami solar,id_390,Izquierda
@Pa__tty y los discursos 😫😫 qué frustración tener gente tan retrógrada en cargos de representación,id_391,Izquierda
"@tere_marinovic @albohemio no m gustan las religiones, - las con pretensiones d estado, pero ojo no existe ninguna INSTITUCION llamada islam",id_392,Izquierda
@Arandavictor okkkkk gracie... saluuuuu dos.... me pondre las pilitas hoy creo x q tengo q ir a pichi x ai llega la ola jajajaja,id_393,Derecha
"&lt;3 Si estás desvelado o desvelada, te paso el dato. A las 3 AM repiten programa entrevista. Abrazos y dulces... https://t.co/8Nz5m3Viw5",id_394,Centro
"Aprobamos un alza sustantiva del #SalarioMínimo y llegará a los $400 mil pesos. Junto a ello, también se suma el subsidio a las MiPymes y el aumento de la asignación familiar. Valoro la escucha y buena disposición del Ejecutivo para mejorar el proyecto 👏🏻 https://t.co/18vXP20hix",id_395,Centro
"@patriciosainzr algo asi como, el dia nacional de apreciacion al Almirante Merino",id_396,Izquierda
"@Lomodetoro No me pregunte leseras. Pero creo que si, y por lo q leo terminó su carrera en la RDA. Verdad o mentira, no es de mi interés. Saludos 😉",id_397,Centroderecha
Asociación de cirujanos deberá pagar 348 millones al fisco por colusión de precios https://t.co/ERXxlfPNeK vía @Cooperativa,id_398,Centroderecha
“@AleConcejala: Renuncia de Carolina Echeverría es de respeto mínimo a organizaciones de DD.HH @LorenaPizarroS http://t.co/wovFAYTfND”,id_399,Izquierda
Yo fui el candidato + joven al parlamento de la concerta en sus 20 años...,id_401,Izquierda
"Aquí nos encontramos en una situación, en que al gobierno solo le quedan dos opciones. O declara el estado de sitio o se toma un avión a Miami.",id_402,Derecha
"@ProfMarcoAvila Min @ProfMarcoAvila dadas las serias deficiencias y violencia q vive su cartera, sería bueno se dedicara a trabajar x calidad de educación y seguridad de alumnos, funcionarios y sus colegas, porq personas dedicadas a recordar permanentemente una parte de la historia, sobran.",id_403,Derecha
"#FueraAllard impresentable su proselitismo político, ⁦@izkia⁩ y ⁦@Sub_Interior⁩ deben sacarlo YA. https://t.co/lK7kS7xpOT",id_404,Derecha
Ya lo eres🐽💏 https://t.co/2wZumz5yUv,id_405,Izquierda
@josemvinuela ganando la u 1-0 te lo mereces gran corazón mono !,id_406,Izquierda
A esta hora el 21 de mayo de 1879 se hundió el más glorioso buque chileno: La Esmeralda. ¡Viva Chile! @Armada_Chile http://t.co/kQPw5pcm2m,id_407,Centroderecha
Revisa el San Bernardo que queremos construir en nuestra página LeoSoto.cl (http://t.co/L3VxeLsf) Vota 3 este domingo en la Escuela 1,id_408,Izquierda
¡Amigos! Esta semana que viene (lunes 5/04) inicia el proceso de vacunación contra la influenza. Aquí les dejo la información para que tomen nota. 😊💪🏻,id_409,Centro
Festival d Viña db convertirse en un puente importante para realizar actividades paralelas y así reunir ayuda para los damnificados d Valpo,id_410,Centroderecha
NA,id_411,Derecha
"Felicitaciones @jairbolsonaro nuevo Presidente de #Brasil se ha derrotado a la demagogia, la corrupción y el populismo que la izquierda ha instalado 
Los países merecen ser gobernados por nuestros principios y valores, con personas valientes y consecuentes que los encarnen https://t.co/EJbzi62HcO",id_413,Centroderecha
"#ComisiónAgricultura
Les dejamos imágenes de la Comisión de Agricultura de la Cámara de Diputados, que continúa viendo el proyecto de ley que ""crea el Servicio de Biodiversidad y Áreas Protegidas y el Sistema Nacional de Áreas Protegidas"". https://t.co/NxeExFUWIh",id_415,Centro
"@DoctorPichangas el Curva Peligrosa es Wiskhy, oporto, una yema, azucar flor y jugo de Naranja",id_416,Izquierda
Maravillosa degustación de postres en,id_419,Centroderecha
"Gente desvergonzada que acusa falsamente actos de violencia de una institución que existe para protegernos a todos, con fines políticos.",id_420,Derecha
Muy bien @JuliaVialTV tremenda comunicadora y gran persona,id_421,Centro
Con @senadorespina en reunion con @MinjuChile para ver avance en instalación de Escuela de Gendarmería en,id_422,Centroderecha
Me emocionas! Tu valentía tiene un valor incalculable! @Cs_DelPiero como mamá seré una agradecida de ti eternamente 🙏🏽🇨🇱 https://t.co/Q0FYTbTo2l,id_423,Izquierda
@Ale_Ossandon @adnradiochile @danielexhuevo Por qué con base? La usó terapéuticamente ?,id_424,Izquierda
"A 4 días del #Plebiscito, se huele la desesperación y el mal humor de algunos... 

#ganasdecambiarestepaisculiao #ElReemplazante #YoVotoApruebo https://t.co/S7XopkVwwm",id_426,Izquierda
Gran aporte @karinalvarezv,id_427,Izquierda
@AnitaMariaLillo No me comportare de esa forma si salgo elegida,id_428,Centroderecha
"@ChechiLagosA @ciudadanoChile_ Muchas gracias , trabajamos con mucho cariño para nuestra gente .  Saludos !",id_430,Centro
https://t.co/PszM5XRLpp,id_431,Centro
@Brightmaniatico si y saludos.,id_432,Centroderecha
"@yoopinopino @rndzvs El individualismo cm concepto no es inherentemente malo. Se le ha mostrado como tal, pero solo es querer benef personal",id_433,Derecha
SABÍA UD QUE: El alcalde de Hualpén era además el Juez de Policía Local?,id_434,Izquierda
