ID,medio,titulo_noticia,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,total_palabras,porc_anger,porc_anticipation,porc_disgust,porc_fear,porc_joy,porc_sadness,porc_surprise,porc_trust
id_235,emol,&quot;Cúpula de calor&quot; amenaza a Europa: Las claves del fenómeno que dejará temperaturas superiores a los 40 grados,1,1,1,1,1,0,0,2,18,5.56,5.56,5.56,5.56,5.56,0,0,11.11
id_236,emol,El alto precio de la sequía: Su costo se ha duplicado en los últimos 25 años y aumentará un 35% para 2035,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,5.88
id_237,emol,ONU advierte deterioro alimentario en Sudamérica y pone bajo vigilancia a dos países por riesgo de hambruna,1,0,0,2,0,2,0,0,19,5.26,0,0,10.53,0,10.53,0,0
id_238,emol,El importante precedente establecido por un tribunal alemán pese a rechazar demanda ambiental de agricultor peruano,2,2,1,2,0,1,0,3,10,20,20,10,20,0,10,0,30
id_239,emol,Toyota defiendo los vehículos híbridos y asegura que los eléctricos “no son tan limpios”,4,1,0,3,0,1,0,3,13,30.77,7.69,0,23.08,0,7.69,0,23.08
id_24,bbcl,Descubren que una sustancia presente en el chocolate amargo puede retrasar el envejecimiento biológico,1,2,2,1,2,1,1,3,31,3.23,6.45,6.45,3.23,6.45,3.23,3.23,9.68
id_240,emol,Resiste mejor inundaciones y olas de calor: Científica chilena desarrolla un arroz capaz de adaptarse al cambio climático,0,0,0,0,0,1,0,0,18,0,0,0,0,0,5.56,0,0
id_241,emol,El cambio climático acelera la resistencia a los antimicrobianos: Millones mueren anualmente a causa de ello,2,1,0,0,0,0,1,0,16,12.5,6.25,0,0,0,0,6.25,0
id_242,emol,Calentamiento global: A 77% de los chilenos les preocupan los impactos del cambio climático en el país,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,6.25
id_243,emol,¿Por qué el blanqueo de corales afecta sobre el 83% de los arrecifes y cómo amenaza la vida marina?,0,1,1,2,0,1,0,0,11,0,9.09,9.09,18.18,0,9.09,0,0
id_244,emol,Boric hace guiños a Xi Jinping y rechaza a &quot;los que quieren volver al proteccionismo&quot; en foro con líder chino,0,0,0,1,0,0,0,1,14,0,0,0,7.14,0,0,0,7.14
id_245,emol,Demo Day de Decarb-volution anuncia a sus tres ganadores y lanza nueva versión dirigida a startups climáticas,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
id_246,emol,Imagen de niño que perdió sus brazos en ataque israelí en Gaza es elegida como la Foto del Año del World Press Photo,0,0,0,1,0,0,0,0,7,0,0,0,14.29,0,0,0,0
id_247,emol,"Cambio climático: Europa sufrió inundaciones históricas en 2024, su año más cálido desde que existe registro",3,0,0,1,0,0,2,0,17,17.65,0,0,5.88,0,0,11.76,0
id_248,emol,Programa capacitará a emprendedores en innovación y sostenibilidad en Chiloé,1,0,0,1,1,0,1,1,18,5.56,0,0,5.56,5.56,0,5.56,5.56
id_249,emol,Se esperan &quot;otoños más secos&quot; y nuevos eventos climáticos extremos como el viento Puelche en el sur de Chile,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,6.25
id_25,bbcl,"Economistas presentan plan para destrabar crecimiento y Hacienda ve oportunidad, pero también riesgos",0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,5.88
id_250,emol,Día Mundial de los Glaciares: Cuánta masa han perdido en las últimas décadas y cómo fueron las cifras de 2024,0,0,0,1,0,1,0,1,12,0,0,0,8.33,0,8.33,0,8.33
id_251,emol,"Informe del Clima a nivel mundial en 2024: El año más caluroso registrado y el primero que supera el umbral de los 1,5°C",0,1,0,0,1,0,1,4,10,0,10,0,0,10,0,10,40
id_252,emol,Estudio de la Universidad de Chile advierte que el país podría perder la mitad de su nieve a fines del siglo XXI,0,1,0,2,0,0,1,0,16,0,6.25,0,12.5,0,0,6.25,0
id_253,emol,Se decretó alerta de calor extremo para hoy: Se pronostican temperaturas en torno a los 34°C para la zona central,1,1,0,2,2,1,1,1,9,11.11,11.11,0,22.22,22.22,11.11,11.11,11.11
id_254,emol,Desafío Innova Minería: Lanzan convocatoria para proyectos con soluciones con foco en minería,0,0,0,1,0,0,0,0,16,0,0,0,6.25,0,0,0,0
id_255,emol,Aumentan un 36% las pérdidas globales de aseguradoras por desastres naturales en la última década,0,0,0,1,0,0,0,0,15,0,0,0,6.67,0,0,0,0
id_256,emol,Población de mariposas en EE.UU. ha disminuido 22% desde 2000: &quot;Nos dicen que la salud del continente no está tan bien&quot;,0,0,0,1,0,0,0,0,11,0,0,0,9.09,0,0,0,0
id_257,emol,Observatorio Climático Copernicus señala que cobertura de hielo marino global está en mínimo histórico,0,2,0,2,0,0,1,1,11,0,18.18,0,18.18,0,0,9.09,9.09
id_258,emol,Enap cree que aranceles de Trump presionarán aún más sus costos: &quot;Los precios de los fletes están afectando fuerte&quot;,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,10
id_259,emol,Lanzan convocatoria para startups que usen IA y cómputo en la nube para combatir el cambio climático,0,0,0,1,0,0,0,1,16,0,0,0,6.25,0,0,0,6.25
id_26,bbcl,"Tinamus resonan, la nueva ave descubierta en la Amazonía que es tan despistada que podría extinguirse",0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
id_260,emol,"¿Cambio climático, guerra mundial, caída del comercio?: Expertos proyectan cómo será el mundo en 2035",0,0,0,0,1,0,0,1,19,0,0,0,0,5.26,0,0,5.26
id_261,emol,Los glaciares han perdido aproximadamente un 5% de su volumen total: ¿Cómo afecta su deshielo?,0,1,0,0,1,0,1,2,13,0,7.69,0,0,7.69,0,7.69,15.38
id_262,emol,Estallido y oficialismo: La fugaz subrogancia del Cardoch en vocería que reabrió un tema incómodo para el Gobierno,0,0,0,2,0,0,0,0,16,0,0,0,12.5,0,0,0,0
id_263,emol,Contraloría detecta &quot;diversas irregularidades&quot; en uso de recursos para combatir la escasez hídrica en la región de Coquimbo,0,0,0,0,1,0,0,1,11,0,0,0,0,9.09,0,0,9.09
id_264,emol,Tribunal Ambiental confirma millonaria sanción a empresa por escape de salmones en 2018,1,1,2,3,0,1,0,3,19,5.26,5.26,10.53,15.79,0,5.26,0,15.79
id_265,emol,Gobierno de Australia propone evacuar las Islas Cocos debido a la subida del nivel del mar,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
id_266,emol,Nuevo récord: El mundo vivió este 2025 el enero más cálido registrado en la historia,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,7.69
id_267,emol,Nuevo estudio afirma que poblaciones de ratas aumentan en las ciudades por temperaturas cada vez más cálidas,0,0,0,1,0,0,0,0,6,0,0,0,16.67,0,0,0,0
id_268,emol,Detienen a dos activistas de Just Stop Oil tras interrumpir una obra de teatro en Londres: Participaba Sigourney Weaver,2,1,1,3,0,3,3,0,17,11.76,5.88,5.88,17.65,0,17.65,17.65,0
id_269,emol,Festival de Viña anuncia plan de sostenibilidad: Gala será con &quot;canje&quot; de entrada a $3.000 para reforestación de árboles,1,0,0,2,0,0,0,0,15,6.67,0,0,13.33,0,0,0,0
id_27,bbcl,Reportan la muerte de miles de pingüinos en Sudáfrica por inanición: se quedaron sin alimento,4,1,2,5,1,3,0,0,26,15.38,3.85,7.69,19.23,3.85,11.54,0,0
id_270,emol,Nuevamente sin Marcel: Inicia el foro de Davos marcado por &quot;la mayor incertidumbre en una generación&quot;,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,12.5
id_271,emol,Fuego continúa arrasando California: Muertos ya son al menos 11 y surgen críticas a actuación de autoridades,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
id_272,emol,"2024 fue el año más caluroso de la historia y la temperatura media aumentó más de 1,5 °C en los últimos meses",0,0,0,1,0,0,0,0,6,0,0,0,16.67,0,0,0,0
id_273,emol,Identifican restos de un alpinista 60 años después de que cayera en una grieta en un glaciar en Austria,0,0,0,1,0,1,1,0,18,0,0,0,5.56,0,5.56,5.56,0
id_274,emol,Playa La Boca se queda sin zona de arena tras intensas marejadas en Concón,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_275,emol,Base Amundsen-Scott: La historia del pilar de la investigación científica en el Polo Sur al que llegó el Presidente,0,1,0,1,0,0,0,0,8,0,12.5,0,12.5,0,0,0,0
id_276,emol,Una persona promedio sumó 41 días adicionales de &quot;calor peligroso&quot; en 2024 por el cambio climático,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
id_277,emol,Ola de calor: El desigual impacto en la RM y las medidas de las municipalidades para intentar mitigarlo,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
id_278,emol,ONU advierte que el 77% de la superficie global se ha vuelto más seca: &quot;Este cambio está redefiniendo la vida en la Tierra&quot;,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
id_279,emol,StartupLabs: Anuncian la creación de una nueva red de innovación que busca transformar el emprendimiento en Chile,0,0,0,1,0,0,0,0,19,0,0,0,5.26,0,0,0,0
id_28,bbcl,"Diputada argentina quiere cobrar impuesto a las vacas por emitir gases: ""Tasa sobre el metano""",2,1,3,2,2,3,2,2,49,4.08,2.04,6.12,4.08,4.08,6.12,4.08,4.08
id_280,emol,La COP29 logra un acuerdo de financiación climática de USD 300.000 millones anuales para países en desarrollo,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
id_281,emol,COP29 entra en su etapa decisiva: ONU llama a &quot;dejar el teatro&quot; en las negociaciones climáticas,2,1,1,1,1,0,1,1,14,14.29,7.14,7.14,7.14,7.14,0,7.14,7.14
id_282,emol,En U20: Boric llama a combatir el cambio climático apuntando a liderazgos mundiales que &quot;niegan o minimizan&quot; la crisis,2,1,2,2,0,2,0,2,18,11.11,5.56,11.11,11.11,0,11.11,0,11.11
id_283,emol,"“El trilema energético”, un cambio de paradigma",0,0,0,1,0,0,0,0,17,0,0,0,5.88,0,0,0,0
id_284,emol,¿Quién debería pagar la &quot;factura climática&quot;? Qué es lo que quiere cada país en las discusiones de la COP29,0,1,0,1,1,2,0,3,16,0,6.25,0,6.25,6.25,12.5,0,18.75
id_285,emol,Revista Time elige al exministro Marcelo Mena como uno de los 100 líderes climáticos del mundo por su lucha contra el metano,0,2,0,0,0,0,0,2,11,0,18.18,0,0,0,0,0,18.18
id_286,emol,Cuenta regresiva para la COP29: Conoce diez hitos de la lucha contra el cambio climático en el planeta,0,1,0,0,0,0,0,0,14,0,7.14,0,0,0,0,0,0
id_287,emol,ONU Hábitat: Más de 500 millones de personas estarán expuestas a inundaciones fluviales en ciudades para 2030,0,1,0,0,1,0,1,3,18,0,5.56,0,0,5.56,0,5.56,16.67
id_288,emol,"Aumentan problemas de salud vinculados al cambio climático: &quot;Si no actuamos ahora, el futuro se anuncia muy peligroso&quot;",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
id_289,emol,&quot;El momento crítico para el clima ha llegado&quot;: Los mensajes y cifras que levantó el último informe de emisiones de la ONU,1,1,0,3,0,1,1,0,16,6.25,6.25,0,18.75,0,6.25,6.25,0
id_29,bbcl,Al menos 9 perros habrían muerto por beber su agua: seremi y la compleja situación del lago Vichuquén,0,1,1,3,0,0,0,0,50,0,2,2,6,0,0,0,0
id_290,emol,Qué es la financiación climática y por qué será uno de los temas clave a discutir en la próxima COP29,0,0,0,0,0,1,0,1,14,0,0,0,0,0,7.14,0,7.14
id_291,emol,El arbolado urbano: Conoce a este aliado ante el cambio climático,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
id_292,emol,Tormentas en transformación: La influencia del calentamiento global en la rápida intensificación de los ciclones,1,0,1,2,0,0,0,1,26,3.85,0,3.85,7.69,0,0,0,3.85
id_293,emol,"&quot;El canciller del pueblo&quot;: Quién es Herbert Kickl, el líder de extrema derecha que triunfó en las elecciones de Austria",1,0,1,3,0,0,0,2,15,6.67,0,6.67,20,0,0,0,13.33
id_294,emol,Sudamérica al rojo: Los factores que han influido en los más de 400 mil incendios que han devastado la región en 2024,0,0,0,1,0,0,0,0,16,0,0,0,6.25,0,0,0,0
id_295,emol,Niños nacidos desde 2020 enfrentarán más eventos climáticos extremos que cualquier generación anterior,1,2,1,1,1,0,1,1,15,6.67,13.33,6.67,6.67,6.67,0,6.67,6.67
id_296,emol,De Colombia a Corea del Sur: Las últimas conferencias medioambientales de 2024 donde se espera un esfuerzo global,1,0,0,1,0,1,1,0,24,4.17,0,0,4.17,0,4.17,4.17,0
id_297,emol,Convocatoria entregará 300 becas para un diplomado de Especialización en Reducción de Emisiones GEI,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,5.56
id_298,emol,Los países más amenazados por el calentamiento global: Podrían incluso quedar inhabitables este siglo,0,1,0,0,0,0,0,0,14,0,7.14,0,0,0,0,0,0
id_299,emol,Cuáles son los 50 lugares considerados patrimonio mundial de la Unesco que corren mayor riesgo por la crisis climática,0,2,0,1,0,0,0,0,17,0,11.76,0,5.88,0,0,0,0
id_3,bbcl,Estudio chileno descubrió cómo las plantas deciden entre crecer o resistir la sequía,3,2,0,2,2,1,0,3,32,9.38,6.25,0,6.25,6.25,3.12,0,9.38
id_30,bbcl,"EEUU saca a Sudáfrica del G20 de 2026 y lo acusa de ""sabotaje"" durante última cumbre en Johannesburgo",1,0,1,0,0,0,0,2,23,4.35,0,4.35,0,0,0,0,8.7
id_300,emol,Un 2024 desafiante para los termómetros se encamina a ser el año más cálido jamás registrado,0,1,0,0,1,0,1,4,15,0,6.67,0,0,6.67,0,6.67,26.67
id_301,emol,Activista que vandalizó la casa de Messi en Ibiza justifica la acción: &quot;Tiene una vida insostenible en términos climáticos&quot;,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,5
id_302,emol,¿Quién se hace cargo del arbolado?: El otro debate por las responsabilidades que dejó la crisis por cortes de electricidad,1,0,1,2,0,0,0,1,19,5.26,0,5.26,10.53,0,0,0,5.26
id_303,emol,Latam advierte que algunos vuelos podrían verse afectados producto de la situación climática en Santiago,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
id_304,emol,Hallan momificado el cuerpo de un estadounidense que desapareció hace 22 años en una montaña en Perú,0,0,1,3,0,1,1,1,14,0,0,7.14,21.43,0,7.14,7.14,7.14
id_305,emol,Estudio confirma que pintar casas y edificios completamente de blanco contribuye a combatir el calor en las ciudades,1,0,0,1,0,0,0,0,15,6.67,0,0,6.67,0,0,0,0
id_306,emol,El deshielo del Everest saca a la luz los cuerpos de quiénes murieron escalando: Equipo intenta recuperarlos,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
id_307,emol,Encuesta global por crisis climática: El 56% piensa regularmente sobre el tema y el 80% quiere medidas más enérgicas,0,1,0,1,1,0,1,3,15,0,6.67,0,6.67,6.67,0,6.67,20
id_308,emol,Ministra de OO.PP. anuncia mesa de trabajo por reciente socavón y no descarta más evacuaciones,0,0,0,1,0,0,0,0,13,0,0,0,7.69,0,0,0,0
id_309,emol,"Torrenciales lluvias frenan producción de Audi en Alemania, culpan al cambio climático",1,0,1,2,0,1,1,0,15,6.67,0,6.67,13.33,0,6.67,6.67,0
id_31,bbcl,"Con inasistencia y denuncia de ""boicot"" de Trump, inicia una compleja cumbre del G20 en Sudáfrica",0,0,0,0,0,1,0,2,36,0,0,0,0,0,2.78,0,5.56
id_310,emol,Día Mundial del Medio Ambiente: La salud de los ecosistemas chilenos y el impacto humano en 12 cifras claves,1,1,1,1,3,1,1,3,25,4,4,4,4,12,4,4,12
id_311,emol,Habitantes de isla panameña que será devorada por el mar comienzan a emigrar a tierra firme: &quot;La vida sigue&quot;,0,0,0,1,0,0,0,0,17,0,0,0,5.88,0,0,0,0
id_312,emol,Encuentro promoverá la sostenibilidad y el uso de la tecnología para enfrentar el cambio climático,0,1,0,0,0,0,0,0,17,0,5.88,0,0,0,0,0,0
id_313,emol,Récords de temperaturas: Por qué la agencia meteorológica de la ONU tiene un registro oficial y cómo se validan las cifras,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,37.5
id_314,emol,Corfo llama a las pymes a unirse al Programa Nacional &quot;Transforma Cambio Climático&quot;,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_315,emol,¿Qué pudo haber pasado en el vuelo de Singapore Airlines y qué tan frecuentes son las muertes por turbulencias?,2,0,1,4,0,0,1,0,20,10,0,5,20,0,0,5,0
id_316,emol,Los desafíos aéreos que implican las turbulencias: ¿Puede un piloto evitarlas? ¿El cambio climático las intensifica?,1,2,1,2,0,1,1,1,23,4.35,8.7,4.35,8.7,0,4.35,4.35,4.35
id_317,emol,Encuentro ACI reunirá a expertos y premiará emprendedores con soluciones innovadoras frente al cambio climático,0,0,0,1,0,0,0,1,15,0,0,0,6.67,0,0,0,6.67
id_318,emol,Parque Chicureo impulsa jornadas de reforestación y educación ambiental en Colina,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,6.67
id_319,emol,El mundo lleva once meses de temperaturas anormalmente cálidas y océanos baten récords diarios desde hace un año,0,1,0,0,2,0,1,3,18,0,5.56,0,0,11.11,0,5.56,16.67
id_32,bbcl,Nuevo embajador de EE.UU en Chile asume con críticas a Boric y confirma permanencia de Visa Waiver,1,0,1,0,0,0,0,3,50,2,0,2,0,0,0,0,6
id_320,emol,Innova Región: Abren convocatoria para impulsar proyectos de sostenibilidad ambiental en empresas chilenas,0,0,0,1,0,0,0,0,15,0,0,0,6.67,0,0,0,0
id_321,emol,Encuentro de emprendedores en Tarapacá impulsa la innovación tecnológica para combatir el cambio climático,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
id_322,emol,Cinco estrategias que pueden implementar las industrias para mitigar los gases de efecto invernadero,1,1,0,2,0,1,1,1,13,7.69,7.69,0,15.38,0,7.69,7.69,7.69
id_323,emol,Trabajadores y crisis climática: Más del 70% de la fuerza laboral mundial está expuesta al calor excesivo,0,2,0,1,2,0,2,2,15,0,13.33,0,6.67,13.33,0,13.33,13.33
id_324,emol,Wine Innova Tech 2024 convoca a startups y proveedores del vino para fomentar la innovación y atender el cambio climático,0,1,0,0,0,0,0,0,15,0,6.67,0,0,0,0,0,0
id_325,emol,Jóvenes chilenos y la crisis climática: Ven efectos negativos en su calidad de vida e influye en quienes no quieren tener hijos,0,0,0,1,0,0,0,0,15,0,0,0,6.67,0,0,0,0
id_326,emol,En qué consiste la siembra de nubes y lo que dicen los expertos sobre su papel en el temporal vivido en Dubái,1,0,0,1,0,1,0,1,18,5.56,0,0,5.56,0,5.56,0,5.56
id_327,emol,Fallo histórico de responsabilidad climática: ¿Qué implica la decisión del Tribunal Europeo de DD.HH.?,4,2,2,3,0,3,1,4,20,20,10,10,15,0,15,5,20
id_328,emol,"Deforestación mundial se redujo un 9% en 2023: Superficie afectada equivale a 2,4 veces la RM",0,1,0,0,1,0,0,2,31,0,3.23,0,0,3.23,0,0,6.45
id_329,emol,&quot;Boom&quot; del aceite de oliva chileno: ¿Cuáles son las marcas que más venden y los mercados que acaparan el producto nacional?,1,0,0,2,0,0,0,0,20,5,0,0,10,0,0,0,0
id_33,bbcl,Codelco firma alianza con Meteochile para fortalecer gestión climática y operacional en la minería,0,5,0,1,2,0,1,6,46,0,10.87,0,2.17,4.35,0,2.17,13.04
id_330,emol,El cambio climático está adelantando la floración de los cerezos en Japón poniendo en riesgo la apertura de los capullos,0,1,0,0,1,0,0,2,24,0,4.17,0,0,4.17,0,0,8.33
id_331,emol,Día Mundial del Agua: Conoce las estrategias para cuidar y preservar este vital elemento,0,1,0,0,0,0,0,6,17,0,5.88,0,0,0,0,0,35.29
id_332,emol,Premio Nobel de Economía Robert F. Engle en Chile: &quot;Cualquier tipo de transición energética va a requerir mayores precios&quot;,0,1,0,0,1,0,0,1,8,0,12.5,0,0,12.5,0,0,12.5
id_333,emol,Ola de calor golpea a Sudán del Sur: Muerte de 15 niños obliga a cerrar las escuelas,1,1,0,1,0,1,0,0,15,6.67,6.67,0,6.67,0,6.67,0,0
id_334,emol,Llega el 5G a la Antártica: Chile abre primera conexión mundial a quinta generación de red en la zona,4,0,0,3,0,1,0,1,13,30.77,0,0,23.08,0,7.69,0,7.69
id_335,emol,Experto advierte que este año podría ser menos cálido que 2023: Depende de la llegada del fenómeno climático La Niña,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_336,emol,Informe de la ONU asegura que Chile prioriza el uso industrial del agua sobre el acceso personal y pide indemnizaciones,2,0,1,2,0,1,1,1,17,11.76,0,5.88,11.76,0,5.88,5.88,5.88
id_337,emol,BIGinBIO 2024: Pronto abrirá postulaciones para emprendimientos en etapa temprana con origen en Latam,3,0,1,3,0,3,0,0,16,18.75,0,6.25,18.75,0,18.75,0,0
id_338,emol,Droga y cambio climático: Producción anual de cocaína emite tanto CO2 como el uso de dos millones de vehículos,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_339,emol,Hasta un 80% menos riego: Revelan balance de programa &quot;Jardines Sustentables&quot; en Providencia,0,0,1,0,0,0,0,0,7,0,0,14.29,0,0,0,0,0
id_34,bbcl,"El ""etiquetado de género"" que el actual Gobierno le dejaría al próximo presidente en Presupuesto 2026",4,2,0,6,4,1,1,5,44,9.09,4.55,0,13.64,9.09,2.27,2.27,11.36
id_340,emol,Dan a conocer a los ganadores del &quot;Premio ACME Chile para el Cambio Climático&quot;,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,7.69
id_341,emol,Tribunal Ambiental frena megaproyecto de data center de Google en Cerrillos y pide incorporar efectos de cambio climático,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
id_342,emol,Estudio asegura que ni el fenómeno de El Niño ni el cambio climático fueron determinantes en los incendios de Valparaíso,1,0,2,1,0,2,0,1,12,8.33,0,16.67,8.33,0,16.67,0,8.33
id_343,emol,FMI advierte: Si siguen las protestas agrarias en Europa habrá alza de precios,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,27.27
id_344,emol,Informe ONU revela que el 41% de las especies migratorias está disminuyendo y alerta por falta de protección en salar chileno,0,0,0,2,0,1,0,1,25,0,0,0,8,0,4,0,4
id_345,emol,Diluvio en Buenos Aires en plena ola de calor: Reportan calles inundadas y servicios interrumpidos,0,1,0,0,2,0,0,0,11,0,9.09,0,0,18.18,0,0,0
id_346,emol,El calor provocó más de 5.000 muertos en Francia durante el verano de 2023,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
id_347,emol,"Temperatura del planeta aumentó 1,5 ºC por 12 meses seguidos al compararse con período preindustrial",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_348,emol,Fuerte tormenta impacta a California y provoca inundaciones y cortes de energía: Autoridades decretan estado de emergencia,0,2,0,0,1,0,1,3,12,0,16.67,0,0,8.33,0,8.33,25
id_349,emol,"Corfo adjudica 18 proyectos regionales en iniciativas de hidrógeno verde, gestión hídrica y cambio climático",0,1,0,0,0,0,0,1,12,0,8.33,0,0,0,0,0,8.33
id_35,bbcl,"Bachelet por candidatos que niegan cambio climático: ""No sé si están ciegos o no ven las noticias""",1,4,0,5,2,1,0,3,41,2.44,9.76,0,12.2,4.88,2.44,0,7.32
id_350,emol,Las tres prioridades económicas que marcarían la agenda de Donald Trump si vuelve a ser presidente de EE.UU.,0,2,0,3,0,1,0,0,22,0,9.09,0,13.64,0,4.55,0,0
id_351,emol,A 90 segundos de la medianoche: El &quot;Reloj del Juicio Final&quot; se mantiene con su peor indicador histórico,0,0,0,0,1,1,0,1,14,0,0,0,0,7.14,7.14,0,7.14
id_352,emol,&quot;Tarifa de cambio climático&quot;: Expertos entran al debate por castigo al sobreconsumo de agua que planea el Gobierno,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_353,emol,Ola de calor: Meteorología indica que altas temperaturas se extenderían hasta el jueves y podrían llegar hasta los 39°C,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
id_354,emol,Vallejo por críticas del oficialismo a Maisa Rojas: &quot;La ministra no ha pretendido engañar a nadie&quot;,0,0,0,1,0,0,0,1,14,0,0,0,7.14,0,0,0,7.14
id_355,emol,"Crítica al feminismo, al cambio climático y otras frases destacadas del primer discurso internacional de Milei en Davos",1,0,1,1,0,2,0,4,16,6.25,0,6.25,6.25,0,12.5,0,25
id_356,emol,2023 se convirtió en el año más caluroso de la historia después de batir récord de temperatura,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
id_357,emol,"Más alcohol, distinto sabor, otro color: Cómo el cambio climático está afectando a los vinos",1,1,0,3,0,1,0,0,13,7.69,7.69,0,23.08,0,7.69,0,0
id_358,emol,"Estudio revela que los humanos son responsables de la extinción de 1.430 especies de aves, el doble de lo que se pensaba",0,0,0,1,0,0,0,1,12,0,0,0,8.33,0,0,0,8.33
id_359,emol,La COP28 cierra con histórico acuerdo para &quot;transición&quot; desde los combustibles fósiles: Conoce los principales puntos,0,0,0,0,0,1,0,0,16,0,0,0,0,0,6.25,0,0
id_36,bbcl,"Bachelet descarta estar aún en campaña para la ONU: ""Los viajes que hago son por compromisos previos""",0,0,1,0,0,0,0,2,27,0,0,3.7,0,0,0,0,7.41
id_360,emol,"Congreso Futuro 2024 se desplegará en todas las regiones con foco en inteligencia artificial, educación y cambio climático",0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,10
id_361,emol,&quot;Cambio Climático en Cifras&quot;: Así es el libro ilustrado que presentará este lunes una comitiva nacional en la COP28,0,1,0,1,0,0,0,1,22,0,4.55,0,4.55,0,0,0,4.55
id_362,emol,Por primera vez se celebra el Día de la Salud en una COP: La clave de abordar el tema como un &quot;ancla&quot; de la agenda climática,1,0,0,0,0,0,1,1,21,4.76,0,0,0,0,0,4.76,4.76
id_363,emol,Estudio alerta por olas de calor y planificación urbana en la RM: Sector norponiente es el más afectado,0,0,0,0,2,0,0,0,11,0,0,0,0,18.18,0,0,0
id_364,emol,Volvo intensifica sus esfuerzos para reducir la emisiones de sus vehículos,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,12.5
id_365,emol,Rey Carlos III es acusado de &quot;hipocresía&quot; por su huella de carbono: &quot;Juega al ambientalismo&quot;,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,10
id_366,emol,COP 28: Startup nacional participará exponiendo soluciones para el cambio climático,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,7.69
id_367,emol,¿Qué es la Red de Santiago?: La iniciativa que nació para la COP25 de Chile y que busca atar cabos esta edición en Dubai,0,1,1,1,0,1,0,1,23,0,4.35,4.35,4.35,0,4.35,0,4.35
id_368,emol,COP28 comienza en Dubai con &quot;histórico&quot; lanzamiento de un fondo de pérdidas y daños climáticos,0,1,0,0,1,0,0,0,13,0,7.69,0,0,7.69,0,0,0
id_369,emol,"Hoy comienza la COP28 en Dubai: Qué es, qué se espera de ella y las fechas que han marcado las cumbres por el clima",0,1,0,0,1,0,1,5,22,0,4.55,0,0,4.55,0,4.55,22.73
id_37,bbcl,Tribunal Ambiental de Valdivia ordena paralizar faenas de proyecto de piscicultura en río San Pedro,0,1,1,1,0,0,0,1,18,0,5.56,5.56,5.56,0,0,0,5.56
id_370,emol,Más de 27 millones de niños pasaron hambre a raíz de los fenómenos meteorológicos extremos: 135% más que en 2021,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
id_371,emol,Costa subraya la importancia de &quot;comprender las implicaciones macroeconómicas del cambio climático&quot;,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,27.27
id_372,emol,"El metano se toma la COP28: Qué efecto tienen las emisiones de este gas, las industrias que más inciden y posibles soluciones",0,3,0,0,0,0,1,0,15,0,20,0,0,0,0,6.67,0
