"id","Título","Reseña","genero","ave_sentiment","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"id_223","Pitch Perfect","Beca, estudiante universitaria, sabe que no quiere pertenecer a ningún grupo, pero justo ahí es donde se encuentra al llegar a su nueva universidad. Rodeada de chicas malas, chicas buenas y chicas simplemente raras, Beca descubre que lo único que tienen en común es lo bien que cantan juntas. Las saca de su zona de confort, de los arreglos tradicionales, y las introduce en un mundo de increíbles combinaciones armónicas en su lucha por alcanzar la cima de las competiciones musicales universitarias.","Comedia",0.732253703412483,1,2,0,1,2,1,0,2
"id_224","A Cinderella Story: If the Shoe Fits","Una versión musical contemporánea del clásico cuento de Cenicienta en la que la hijastra sirvienta sueña con competir en un concurso musical para convertirse en una famosa estrella del pop.","Comedia",0.182574185835055,2,3,0,0,3,2,2,3
"id_225","Boa vs. Python","Después de que un empresario demasiado ambicioso transporta una pitón de 24 metros a Estados Unidos, la bestia escapa y comienza a dejar un rastro de víctimas humanas. Un agente del FBI y un especialista en serpientes idean un plan para combatir a la criatura enfrentándola a una boa constrictor de 21 metros modificada genéticamente. ¡Dos grandes serpientes que juntas son formidables!","Horror",-0.410101976588194,1,2,1,2,1,1,1,2
"id_226","Naruto: Guardians of the Crescent Moon Kingdom","Naruto Uzumaki, Kakashi Hatake, Sakura Haruno y Rock Lee son asignados para proteger al príncipe del País de la Luna, Michiru, durante su viaje alrededor del mundo. Otros escoltas habían sido contratados, pero renunciaron debido al maltrato recibido. El País de la Luna es una nación muy rica, por lo que Michiru tiende a comprar todo lo que desea y tiene una visión del mundo muy materialista. Su esposa, Hikaru, actúa de manera muy similar.","Aventura",0.448669579624531,0,1,1,1,1,3,1,0
"id_227","Fate/stay night: Heaven's Feel III. Spring Song","Mientras Sakura se hunde en la oscuridad de los pecados que ha cometido, la promesa de Shirou de protegerla a toda costa lo lleva a una feroz batalla para poner fin a la Guerra del Santo Grial. ¿Logrará el deseo de Shirou alcanzar a Sakura incluso cuando desafía al destino mismo en una lucha desesperada contra la marea creciente?","Animación",-0.377599703660968,5,3,1,5,5,4,2,3
"id_228","3 Ninjas Knuckle Up","Rocky, Colt y TumTum deben luchar contra un malvado magnate que vierte residuos tóxicos para salvar a una tribu indígena local y a su amigo Joe. Los tres ninjas deben ayudar a encontrar al padre de Joe y un disco secreto que contiene pruebas que podrían detener el vertedero tóxico que está destruyendo la comunidad indígena. Sin embargo, el pueblo pertenece al rico, quien controla a la policía e incluso al alcalde. Deberán enfrentarse a una banda de motociclistas y a vaqueros renegados en esta trepidante aventura ninja.","Familia",-1.43634674437071,1,1,1,2,1,1,1,5
"id_229","Nameless Gangster","Un funcionario de aduanas corrupto se alía con un gánster despiadado para formar la alianza criminal más poderosa de Busan.","Delito",-0.402492235949962,2,0,2,2,0,0,0,1
"id_23","Garfield's Pet Force","Nada en el mundo logra que Garfield se involucre en otra cosa que no sea comer, hasta que el musculoso supergato Garzooka irrumpe en el Mundo de los Dibujos Animados desde el universo de los cómics con noticias aterradoras. Garfield reúne la fuerza de voluntad necesaria para unirse a su superhéroe Garzooka en una lucha por salvar sus mundos.","Animación",0.488076691168767,2,0,0,2,0,2,0,1
"id_230","Honey, I Blew Up the Kid","Wayne Szalinski vuelve a las andadas. Pero en lugar de encoger cosas, intenta crear una máquina que las haga crecer. Al igual que en la primera película, su máquina no es del todo precisa. Pero cuando lleva a Nick y a su pequeño hijo Adam a ver su invento, la máquina empieza a funcionar inesperadamente. Y cuando Adam se acerca a la máquina, recibe una descarga eléctrica junto con su conejito de peluche.","Aventura",0,0,2,0,2,2,1,1,1
"id_231","The Assistant","Una mirada cruda a un día en la vida de la asistente de un poderoso ejecutivo. Mientras Jane sigue su rutina diaria, se vuelve cada vez más consciente del insidioso abuso que amenaza todos los aspectos de su puesto.","Drama",-5.00456323423828,4,0,3,4,1,1,0,4
"id_232","Orca","Tras presenciar cómo el capitán Nolan asesinaba a su pareja y a sus crías, una orca vengativa siembra el caos en el puerto pesquero de Terranova. Presionados por los aldeanos, Nolan, Rachel y Umilak zarpan en busca de la enorme bestia, que los recibirá en su propio territorio.","Aventura",-0.605432986631979,2,0,0,2,0,1,0,1
"id_233","Cube","Un grupo de desconocidos se encuentra atrapado en una prisión laberíntica. Pronto queda claro que cada uno de ellos posee las habilidades especiales necesarias para escapar, si no acaban muertos antes.","Suspenso",-2.07668055999714,0,0,0,0,0,0,0,0
"id_234","The Boss: Anatomy of a Crime","Esta historia increíblemente perturbadora narra la explotación de Hermógenes, un aprendiz de carnicero, y su juicio tras asesinar a su jefe a plena luz del día. Hermógenes, un jornalero del norte de Argentina, se traslada a Buenos Aires en busca de una vida mejor para él y su joven esposa, pero pronto se encuentra a merced de un jefe corrupto. La película se basa en una exhaustiva investigación de un hecho real ocurrido en Buenos Aires hace 10 años. Casi todas las escenas están inspiradas en hechos reales o se basan en prácticas cotidianas bien documentadas del sector cárnico y su entorno. El Patrón, una impactante denuncia de las prácticas inescrupulosas de la industria cárnica y una conmovedora historia personal, se convirtió en una de las películas argentinas más exitosas de 2014.","Drama",0.604705577772534,2,1,3,2,1,0,2,5
"id_235","The Final Countdown","Durante unas maniobras rutinarias cerca de Hawái en 1980, el portaaviones USS Nimitz se vio atrapado en una extraña tormenta con forma de vórtice, que lo transportó en el tiempo hasta 1941, apenas unas horas antes del ataque japonés a Pearl Harbor.","Guerra",-0.980306074652198,2,1,0,1,0,1,0,0
"id_236","Little Women","Cuatro hermanas alcanzan la mayoría de edad en Estados Unidos tras la Guerra Civil.","Drama",0.427617987059879,1,0,0,1,0,1,0,0
"id_237","Color Out of Space","La familia Gardner se muda a una remota granja en la zona rural de Nueva Inglaterra para escapar del ajetreo del siglo XXI. Mientras se adaptan a su nueva vida, un meteorito se estrella en su jardín, se funde con la tierra e infecta tanto el terreno como las propiedades del espacio-tiempo con un extraño color de otro mundo. Para su horror, la familia descubre que esta fuerza alienígena está mutando gradualmente a toda forma de vida que toca, incluyéndolos a ellos.","Misterio",-1.45420150781424,2,3,1,2,1,1,1,2
"id_238","Hunter x Hunter: The Last Mission","Isaac Netero es el presidente de la Asociación de Cazadores. Décadas atrás, selló a Jed, un Cazador que dominaba el uso del On, la ""sombra"" oscura del Nen. Ahora, usuarios del On han reaparecido en el torneo ""Batalla Olímpica"" de la Arena Celestial. Para Netero, esta es su última misión: proteger a la Asociación y al mundo de una amenaza impulsada por el odio y la sed de venganza. Y necesitará toda la ayuda posible para lograrlo.","Aventura",-0.602897870986497,4,4,1,4,1,4,2,3
"id_239","Sleepless","Vincent Downs, policía encubierto de Las Vegas con numerosos enemigos, se ve envuelto en una peligrosa red de policías corruptos y casinos clandestinos controlados por la mafia. Tras un atraco fallido, una banda de gánsteres homicidas secuestra a T, el hijo adolescente de Downs. En una noche de insomnio, deberá rescatar a su hijo, evadir una investigación interna y llevar a los secuestradores ante la justicia.","Acción",-0.30713315326932,1,1,1,2,0,0,0,1
"id_24","Children of the Corn IV: The Gathering","Grace Rhodes, estudiante de medicina, regresa a su pueblo natal cuando una extraña enfermedad azota a los niños. Los síntomas incluyen fiebre alta y espasmos, pero lo más extraño es lo que ocurre al día siguiente: todos los afectados afirman ser otra persona y comienzan a asesinar a los adultos. Tras sufrir su hermana la misma siniestra transformación, Grace empieza a creer que existe alguna conexión con una figura maligna de una secta que podría estar regresando de entre los muertos.","Horror",-0.852378060747245,2,0,1,3,0,1,0,0
"id_240","WarGames","David Lightman, un estudiante de secundaria, tiene talento para la piratería informática. Pero al intentar hackear un sistema informático para jugar a videojuegos inéditos, accede sin querer al ordenador de guerra del Departamento de Defensa e inicia una confrontación de proporciones globales. Junto a su novia y un genio informático, David deberá correr contrarreloj para burlar a su adversario y evitar un apocalipsis nuclear.","Acción",-1.54773262584274,4,3,1,4,2,3,0,4
"id_241","Open Water 2: Adrift","Un crucero de fin de semana en un lujoso yate de fiesta se convierte en una pesadilla para un grupo de viejos amigos del instituto cuando quedan atrapados en el agua a muchos kilómetros de la costa y un feliz reencuentro se transforma en una lucha por la supervivencia.","Drama",0,2,2,0,2,3,2,1,3
"id_242","Lassie","Una nueva versión de la leyenda de Lassie está protagonizada por Thomas Guiry, quien interpreta a un problemático joven de ciudad cuya familia se muda al campo. Allí, entabla amistad con la famosa perra collie y cambia para mejor. El conflicto surge cuando un despiadado ganadero de ovejas causa problemas a todos.","Familia",-0.595487428555063,3,1,2,3,2,2,1,1
"id_243","Guns of the Magnificent Seven","En esta tercera adaptación de la influyente película Los siete samuráis del legendario director japonés Akira Kurosawa, los siete pistoleros (George Kennedy, Michael Ansara, Joe Don Baker, Bernie Casey, Monte Markham, Fernando Rey y Reni Santoni) liberan a prisioneros políticos mexicanos, los entrenan como combatientes y los ayudan en un ataque desesperado contra una fortaleza mexicana en un intento por liberar a un líder revolucionario.","Occidental",-0.496138938356834,2,2,0,3,2,2,1,5
"id_244","The Bélier Family","Toda la familia Bélier es sorda, excepto Paula, de dieciséis años, quien es la intérprete clave en el día a día de sus padres, sobre todo en lo que respecta a la granja familiar. Cuando su profesora de música descubre que tiene una voz prodigiosa y se le presenta la oportunidad de participar en un importante concurso de Radio Francia, el futuro de toda la familia da un giro radical.","Comedia",0.32741179790596,0,2,0,0,0,0,1,3
"id_245","Possessed","Trini es la bailarina de flamenco más famosa del mundo y tiene una vida envidiable. Todos admiran su baile, pero cuando un accidente doméstico aparentemente inofensivo le quita la vida a su esposo, una profunda depresión se apodera de Trini, obligándola a abandonar los escenarios. El comportamiento de Damien, su hijo de 8 años, se vuelve incontrolable, lo que obliga a Trini a consultar a un médico tras otro en busca de alivio. Al no encontrar respuestas, solo queda una posible explicación: ¡Damien está poseído por un espíritu maligno! Trini emprende una búsqueda desesperada para reconstruir su familia destrozada. Esta búsqueda la lleva finalmente a un sacerdote excomulgado llamado Padre Lenin, cuya propia crisis espiritual podría no ser un buen presagio para lo que le espera. Sin otro lugar a donde acudir y agotadas todas las esperanzas de salvar a su familia, Trini debe depositar su fe en un hombre cuya fe es... ¡cuestionable!","Animación",-1.85298968925462,3,6,3,4,3,3,3,6
"id_246","The Crew","Uno de los miembros de una banda de ladrones comete un grave error que los obliga a trabajar para una despiadada banda de narcotraficantes, poniendo en peligro el futuro del equipo, sus vidas y las de sus familias.","Drama",-0.486664263392288,1,1,0,2,0,2,0,1
"id_247","Final Analysis","Un psiquiatra se involucra sentimentalmente con la hermana de uno de sus pacientes, pero la influencia de su controlador marido gánster amenaza con destruirlos a ambos.","Drama",-0.686406472983644,1,0,0,1,0,0,0,0
"id_248","King of Kings","¿Quién es Jesús y por qué influye en todos los que lo conocen? Es respetado y vilipendiado, imitado y acusado, amado, traicionado y, finalmente, crucificado. Sin embargo, ese terrible destino no sería el final de la historia.","Drama",0.403655236652169,2,3,2,3,2,3,2,1
"id_249","Escape From Alcatraz","Bahía de San Francisco, 18 de enero de 1960. Frank Lee Morris es trasladado a Alcatraz, una prisión de máxima seguridad ubicada en una isla rocosa. Aunque nadie ha logrado escapar de allí, Frank y otros reclusos comienzan a preparar meticulosamente un plan de fuga.","Drama",-0.604002217532127,0,2,0,0,0,0,0,0
"id_25","The Beta Test","Un agente de Hollywood comprometido recibe una carta misteriosa que le propone un encuentro sexual anónimo y queda atrapado en un mundo siniestro de mentiras, infidelidad y datos digitales.","Suspenso",-0.557086014531156,2,1,2,2,0,1,0,1
"id_250","Ugetsu","En el Japón del siglo XVI, los campesinos Genjuro y Tobei venden sus vasijas de barro a un grupo de soldados de una aldea cercana, desafiando la advertencia de un sabio local sobre los peligros de lucrarse con la guerra. La búsqueda de riquezas y de la misteriosa Dama Wakasa por parte de Genjuro, así como el deseo de Tobei de convertirse en samurái, ponen en riesgo su propia vida y la de sus esposas, Miyagi y Ohama.","Fantasía",-0.603964091612923,2,1,1,3,0,1,0,1
"id_251","The Last Dragonslayer","En un mundo de fantasía donde la magia está siendo reemplazada por la tecnología, una adolescente huérfana descubre su destino: convertirse en una cazadora de dragones.","Aventura",0,0,1,0,1,1,1,1,0
"id_252","Angelique","En la Francia del siglo XVII, la bella campesina Angélique se casa por conveniencia con su adinerado vecino Jeoffray de Peyrac, pero con el tiempo se enamora de él. Así que, cuando Jeoffray es arrestado y desaparece, ella emprende valientemente su búsqueda. Este es el primero de muchos dramas basados ​​en las novelas de Anne y Serge Golon sobre la decidida Angélique y sus aventuras durante el reinado de Luis XIV, el Rey Sol.","Aventura",-1.13041876928586,0,5,0,0,2,0,1,3
"id_253","Batman Beyond: Return of the Joker","El Joker ha vuelto con sed de venganza, y el nuevo Caballero Oscuro de Gotham, Terry McGinnis, necesita respuestas mientras se enfrenta solo al Príncipe Payaso del Crimen más infame de Gotham.","Animación",-1.23743686707646,4,3,3,3,1,3,3,0
"id_254","Digimon Adventure","Dos niños reciben un huevo extraño del que nace su primer Digimon, lo que da pie a una noche que cambiaría sus vidas para siempre.","Animación",-0.4,0,0,0,0,0,0,0,1
"id_255","Infamous","Dos jóvenes enamorados se dedican a robar por todo el sur del país, publicando sus hazañas en las redes sociales y, como resultado, ganando fama y seguidores.","Delito",0.769800358919501,1,1,1,1,0,1,0,0
"id_256","Baywatch","El dedicado socorrista Mitch Buchannon choca con un nuevo recluta impetuoso. Juntos, descubren una trama criminal local que amenaza el futuro de la bahía.","Comedia",-3.73214570128772,2,0,1,2,0,0,0,0
"id_257","Jumanji","Cuando los hermanos Judy y Peter descubren un juego de mesa encantado que abre la puerta a un mundo mágico, invitan sin querer a Alan —un adulto que lleva 26 años atrapado en el juego— a su sala de estar. La única esperanza de Alan para ser libre es terminar el juego, lo cual resulta arriesgado, ya que los tres se ven obligados a huir de rinocerontes gigantes, monos malvados y otras criaturas aterradoras.","Aventura",0.245877446376342,0,5,0,2,2,3,4,3
"id_258","Mermaid Down","Una sirena es arrancada del Pacífico, le cortan la cola y la internan en un manicomio donde nadie cree que sea una sirena.","Horror",0.208514414057075,0,0,0,2,0,0,0,0
"id_259","Official Secrets","La verdadera historia de Katharine Gun, informante de la inteligencia británica que, antes de la invasión de Irak en 2003, filtró un memorando ultrasecreto de la NSA que exponía una operación conjunta de espionaje ilegal entre Estados Unidos y el Reino Unido contra miembros del Consejo de Seguridad de la ONU. El memorando proponía chantajear a los Estados miembros para que votaran a favor de la guerra.","Suspenso",-0.154343401693189,2,1,1,3,1,2,0,3
"id_26","Secret of the Wings","Campanilla se adentra en el Bosque Invernal Prohibido y conoce a Periwinkle. Juntas descubren el secreto de sus alas e intentan unir a las hadas cálidas con las hadas invernales para ayudar a Pixie Hollow.","Animación",-1.05044333135071,1,0,1,1,0,0,1,2
"id_260","Miss Congeniality","Cuando la oficina local del FBI recibe una carta de un terrorista conocido solo como ""El Ciudadano"", rápidamente descubren que está planeando su próximo atentado en el concurso de belleza Miss América. Dado que la intrépida Gracie Hart es la única agente femenina en la oficina, la eligen para infiltrarse haciéndose pasar por la concursante de Nueva Jersey.","Comedia",0.274834762865729,1,1,1,1,1,1,1,0
"id_261","The Objective","Un equipo de fuerzas especiales estadounidenses es enviado a una remota región montañosa de Afganistán con la misión de localizar a un influyente clérigo musulmán. Durante la misión, se ven atrapados en una especie de ""Triángulo de las Bermudas"" de Oriente Medio, plagado de antiguas maldades, y se enfrentan a un enemigo que ninguno de ellos podría haber imaginado.","Acción",0.436549063874614,1,1,1,1,0,0,0,2
"id_262","Ooops! Noah Is Gone...","Es el fin del mundo. Se avecina una inundación. Por suerte para Dave y su hijo Finny, dos torpes Nestrianos, se ha construido un Arca para salvar a todos los animales. Pero resulta que los Nestrianos no están permitidos. Colándose a bordo con la ayuda involuntaria de Hazel y su hija Leah, dos Grymps, creen estar a salvo. Hasta que los curiosos niños caen del Arca. Ahora Finny y Leah luchan por sobrevivir a la inundación y a los hambrientos depredadores, intentando llegar a la cima de una montaña, mientras que Dave y Hazel deben dejar de lado sus diferencias, dar la vuelta al Arca y salvar a sus hijos. Sin duda, no será un camino de rosas.","Animación",-0.43944427432073,0,2,0,1,2,2,2,1
"id_263","Once Upon a Time in High School","Una alumna ejemplar se traslada al tristemente célebre instituto Jungmoon, conocido por sus severos castigos corporales por parte de los profesores y las luchas de poder entre las bandas escolares.","romance",-1.27801930084539,0,0,0,0,0,1,0,1
"id_264","Lost Highway","Un atormentado músico de jazz se ve inmerso en una enigmática historia que involucra asesinatos, vigilancia, gánsteres, doppelgangers y una transformación imposible dentro de una celda de prisión.","Drama",-0.944911182523068,0,1,0,1,0,1,1,1
"id_265","Warcraft","El apacible reino de Azeroth se encuentra al borde de la guerra, pues su civilización se enfrenta a una temible raza de invasores: guerreros orcos que huyen de su moribundo hogar para colonizar otro. Al abrirse un portal que conecta ambos mundos, un ejército se enfrenta a la destrucción y el otro a la extinción. Desde bandos opuestos, dos héroes se dirigen hacia un enfrentamiento que decidirá el destino de su familia, su pueblo y su hogar.","Acción",-1.64539687080028,2,2,1,4,1,3,1,0
"id_266","Barbie: The Princess & The Popstar","Tori es una princesa rubia aburrida de su vida real que sueña con convertirse en una estrella del pop. Keira, por otro lado, es una estrella del pop morena que sueña con ser princesa. Cuando se conocen, intercambian sus lugares mágicamente, pero luego se dan cuenta de que lo mejor es ser ellas mismas.","Familia",0.283293946359091,0,2,0,0,2,0,0,4
"id_267","Mercury Rising","El agente renegado del FBI, Art Jeffries, protege a un niño autista de nueve años que ha descifrado el nuevo código ""inquebrantable"" del gobierno.","Acción",0.204124145231932,1,0,0,1,0,0,0,1
"id_268","Made in Abyss: Dawn of the Deep Soul","Una continuación de la épica aventura de los valientes Riko y Reg, a quienes se une su nueva amiga Nanachi. Juntos descienden a la traicionera quinta capa del Abismo, el Mar de Cadáveres, y se topan con el misterioso Bondrewd, un legendario Silbato Blanco cuya sombra se cierne sobre el turbulento pasado de Nanachi. Bondrewd se muestra amablemente hospitalario, pero los valientes aventureros saben que las apariencias engañan en el enigmático Abismo.","Animación",-1.02349327298683,0,2,0,4,1,2,1,1
"id_269","Detachment","Crónica de tres semanas en la vida de varios profesores, administradores y estudiantes de secundaria, contada a través de los ojos del profesor sustituto Henry Barthes. Henry vaga de escuela en escuela, impartiendo conocimientos, pero sin quedarse el tiempo suficiente para desarrollar un vínculo emocional.","Drama",-4.94908807758327,0,2,0,0,0,0,0,4
"id_27","Words Bubble Up Like Soda Pop","Tras conocerse en un día soleado y radiante, un chico tímido que se expresa a través de haikus y una chica alegre pero algo insegura comparten un breve y mágico verano.","Animación",-0.358851393449496,0,3,0,0,3,0,2,1
"id_270","El amarre","Una mujer está enamorada de un compañero de trabajo y realiza un ritual para que él se enamore de ella, pero las cosas se descontrolan un poco cuando juega con fuerzas que nadie puede controlar.","Horror",-0.152127765851133,0,1,0,0,1,0,1,1
"id_271","Fallen","El detective de homicidios John Hobbes presencia la ejecución del asesino en serie Edgar Reese. Poco después de la ejecución, los asesinatos se reanudan y son muy similares al estilo de Reese.","Delito",-0.622002327301661,1,0,1,1,0,2,1,1
"id_272","The 355","Un grupo de destacadas agentes femeninas de agencias gubernamentales estadounidenses, británicas, chinas, colombianas y alemanas se unen para intentar impedir que una organización adquiera un arma letal capaz de sumir al mundo en el caos.","Acción",-0.169030850945703,1,0,1,2,0,2,0,1
"id_273","For a Few Dollars More","Dos cazarrecompensas persiguen a ""El Indio"", uno de los fugitivos más buscados en los territorios occidentales, y a su banda.","Occidental",0.402492235949962,0,0,0,0,0,0,0,0
"id_274","Fighting with My Family","Nacida en una familia muy unida de luchadores, Paige y su hermano Zak están eufóricos cuando se les presenta la oportunidad única de audicionar para la WWE. Pero cuando solo Paige consigue un lugar en el competitivo programa de entrenamiento, debe dejar atrás a sus seres queridos y enfrentarse sola a este nuevo y despiadado mundo. El viaje de Paige la impulsa a superarse a sí misma y, finalmente, a demostrarle al mundo que lo que la hace diferente es precisamente lo que puede convertirla en una estrella.","Comedia",0.654767284337822,1,4,2,2,3,2,4,3
"id_275","3-Headed Shark Attack","La máquina de matar más letal del mundo se vuelve tres veces más peligrosa cuando un tiburón mutante amenaza un crucero. Mientras el tiburón devora todo a su paso, los pasajeros luchan contra el depredador mortal con cualquier cosa que encuentren.","Ciencia ficción",-1.70183338487309,3,0,2,4,0,3,0,0
"id_276","Gung Ho","Cuando una planta automotriz del oeste de Pensilvania es adquirida por una compañía japonesa, el trabajador automotriz Hunt Stevenson, quien actúa como intermediario, se enfrenta al difícil reto de mediar en la integración de dos culturas corporativas opuestas. Por un lado, está el gerente japonés de la planta y el adulador que busca su puesto. Por otro, varios miembros veteranos del sindicato, descontentos con la situación, luchan por adaptarse a las nuevas exigencias del control de calidad japonés.","Comedia",-0.54785724952083,0,1,1,0,0,0,0,1
"id_277","An Ordinary Man","Un criminal de guerra que vive escondido entabla una relación con su único vínculo con el mundo exterior: su criada.","Acción",-1.34164078649987,2,0,1,2,0,1,0,0
"id_278","Legends of Oz: Dorothy's Return","Dorothy despierta en Kansas, devastado por un tornado, y de repente es transportada de vuelta a Oz para intentar salvar a sus viejos amigos: el Espantapájaros, el León, el Hombre de Hojalata y Glinda, de un nuevo y malvado villano: el Bufón. El búho Wiser, el Mariscal Mallow, la Princesa de Porcelana y el remolcador Tugg se unen a Dorothy en su última aventura mágica a través del colorido paisaje de Oz para devolver el orden y la felicidad a la Ciudad Esmeralda.","Animación",-0.304865876071156,1,1,1,3,1,0,0,2
"id_279","Into the Labyrinth","Cuando una víctima de secuestro aparece con vida después de quince años, un perfilador criminal y un investigador privado intentan reconstruir el misterio.","Suspenso",-1.87662972651367,1,2,1,2,0,1,2,0
"id_28","Gravity","La Dra. Ryan Stone, una brillante ingeniera médica en su primera misión del transbordador espacial, junto al veterano astronauta Matt Kowalsky, al mando de su último vuelo antes de retirarse. Pero durante una caminata espacial aparentemente rutinaria, ocurre una catástrofe. El transbordador se destruye, dejando a Stone y Kowalsky completamente solos, unidos únicamente el uno al otro y a la deriva en la inmensidad del espacio. El silencio ensordecedor les indica que han perdido toda conexión con la Tierra y cualquier posibilidad de rescate. A medida que el miedo se transforma en pánico, cada bocanada de aire consume el poco oxígeno que les queda. Pero la única forma de regresar a casa podría ser adentrarse aún más en la aterradora inmensidad del espacio.","Ciencia ficción",-2.63382984672803,2,4,0,3,2,1,2,4
"id_280","Sator","Aislada en un bosque desolado, una familia destrozada es observada por Sator, una entidad sobrenatural que intenta reclamarlos como suyos.","Horror",-0.670820393249937,0,0,0,0,0,0,0,0
"id_281","Leroy & Stitch","Lilo, Stitch, Jumba y Pleakley finalmente han descubierto todos los experimentos genéticos de Jumba y han encontrado el verdadero lugar al que pertenecen. A Stitch, Jumba y Pleakley les ofrecen puestos en la Alianza Galáctica, pero los rechazan para quedarse en la Tierra con Lilo. Sin embargo, Lilo se da cuenta de que sus amigos alienígenas tienen un lugar al que pertenecer, y por fin es hora de decir ""aloha"".","Animación",-0.676613839857958,0,2,1,0,2,0,1,3
"id_282","The Killing of a Sacred Deer","El Dr. Steven Murphy es un renombrado cirujano cardiovascular que lleva una vida impecable junto a su esposa y sus dos hijos. Al margen de su idílica vida suburbana se encuentra Martin, un adolescente sin padre que se inmiscuye en la vida del doctor de maneras cada vez más inquietantes.","Drama",0,0,0,0,0,0,1,0,2
"id_283","The New King of Comedy","Una joven se esfuerza por perseguir el sueño de ser actriz a pesar de ser extra y doble de cuerpo.","Comedia",-0.223606797749979,1,1,0,1,1,0,1,0
"id_284","My Super Ex-Girlfriend","Cuando el arquitecto neoyorquino Matt Saunders deja a su nueva novia, Jenny Johnson, una superheroína inteligente, sexy y reacia conocida como G-Girl, ¡ella usa sus poderes para hacerle la vida imposible!","Comedia",0.707106781186547,0,1,0,0,1,1,0,2
"id_285","Game of Thrones: The Last Watch","Documental de larga duración posterior al final de la serie sobre la realización del exitoso programa de televisión de HBO.","Documental",0.670820393249937,0,1,0,0,1,0,0,2
"id_286","Handsome Devil","Un joven de 16 años, marginado y apasionado por la música, que asiste a un internado donde el rugby es una obsesión, entabla una improbable amistad con su apuesto nuevo compañero de habitación.","Drama",0.353553390593274,0,2,0,0,3,0,1,2
"id_287","One Fine Day","Melanie Parker, arquitecta y madre de Sammy, y Jack Taylor, columnista de periódico y padre de Maggie, están divorciados. Se conocen una mañana cuando Jack, abrumado, se queda inesperadamente a cargo de Maggie y olvida que Melanie debía llevarla al colegio. Como consecuencia, los niños se pierden la excursión escolar y se quedan con sus padres. Ambos proyectan sus prejuicios sobre sus exparejas, pero terminan dependiendo el uno del otro para cuidar a los niños, ya que cada uno debe conservar su trabajo. El humor se ve añadido por la manía de Sammy de meterse objetos en la nariz y la tendencia de Maggie a deambular.","romance",-0.160540504302771,0,3,1,0,3,2,4,5
"id_288","Godzilla","Las pruebas nucleares francesas irradian una iguana, convirtiéndola en un monstruo gigante que ataca ferozmente a los cargueros en el océano Pacífico. Un equipo de expertos, entre ellos Niko Tatopoulos, concluye que el reptil gigante es el culpable. Pronto, el lagarto gigante anda suelto por Manhattan mientras el ejército estadounidense se apresura a destruirlo antes de que se reproduzca y su descendencia domine el mundo.","Ciencia ficción",-1.69873345346763,1,0,0,4,0,1,0,1
"id_289","King Richard","La historia de cómo Richard Williams fue entrenador de sus hijas Venus y Serena, quienes pronto se convertirían en dos de las tenistas más legendarias de la historia.","Drama",0.377964473009227,0,0,0,0,0,0,0,1
"id_29","Supernova","Sam y Tusker, pareja desde hace 20 años, recorren Inglaterra en su vieja autocaravana visitando amigos, familiares y lugares de su pasado. Desde que a Tusker le diagnosticaron demencia de inicio temprano hace dos años, el tiempo que pasan juntos es lo más importante para ellos. Sin embargo, a medida que avanza el viaje, sus planes para el futuro chocan, salen a la luz secretos y su amor se pone a prueba como nunca antes. Finalmente, deben afrontar la pregunta de qué significa amarse frente a la enfermedad de Tusker.","romance",-0.949517712046159,1,3,2,3,3,2,2,3
"id_290","Cold Skin","Un joven que llega a una isla remota se encuentra atrapado en una batalla por su vida.","Horror",-0.485071250072666,1,1,0,0,1,0,1,0
"id_291","Fatman","Un Papá Noel alborotador y poco convencional lucha por salvar su negocio en decadencia. Mientras tanto, Billy, un niño precoz y desatendido de 12 años, contrata a un sicario para matar a Papá Noel tras encontrar un trozo de carbón en su calcetín.","Acción",-0.461941579914788,2,0,2,2,0,2,0,0
"id_292","GirlHouse","Para ganar algo de dinero extra mientras estudia en la universidad, Kylie se muda a una casa que transmite contenido a un sitio web para adultos. Después de que un fanático perturbado hackea el sistema para averiguar la ubicación de la casa, se ve envuelta en una aterradora lucha por su vida.","Horror",-1.96116135138184,3,2,0,1,2,2,1,3
"id_293","Soul Surfer","La verdadera historia de la joven surfista Bethany Hamilton, quien perdió un brazo en un ataque de tiburón y, gracias a su pura determinación y fe inquebrantable, superó valientemente todas las adversidades para volver a ser campeona.","Familia",0.164398987305357,1,2,0,1,2,0,1,2
"id_294","American Refugee","La historia de una familia que busca refugio en el búnker de un vecino mientras la economía estadounidense se derrumba y el país se encuentra bajo la ley marcial. Allí descubren que el peligro en el interior es potencialmente mayor que el peligro en el exterior.","Horror",-0.132348375082319,1,3,1,2,0,0,0,4
"id_295","mother!","La relación de una pareja se pone a prueba cuando llegan invitados no deseados a su casa, perturbando su tranquila existencia.","Drama",0.218217890235992,0,0,0,0,0,0,0,1
